root_id	group	message_depth	message_id	from	to	date	subject	message_body	nchar_fulltext	nchar_body	nchar_log	nchar_code	nchar_quot
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	1	<tWdRNVSLXt0+6cl1@example.com>	vJfuD2oEVQeVrtF7@example.com	7OEUyzi9vGlIJ+M9@example.com	2011-02-04 19:14:29+01:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Send me a patch and I'll look into it.

If you want a more useful response, use your real name and include more
information about what you actually want, what system, etc.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	959	339	0	0	186
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	2	<VxNhLGeB8ws4gmel@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 16:48:16+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_salutation> I would like this. For all systems. Everywhere.

This is a large undertaking. This isn't a ""send me a patch"" request.

I am talking about ripping out the byte-queue input system and replacing
it with a structured keypress queue. The lot. Everything. Remove the
""stuck in the 1970s all the world is a DEC-style glass virtual terminal""
input queue, and replace it with one that has structures; remembers
modifiers, etc.. With a structure we can properly represent ""Ctrl-I"" as
being the letter I with a control key, totally separate from the Tab.

Having done this, we can feed in the input events from a terminal in
EXACTLY the same way it currently works. We can take events out to match
them up to map/etc.. much neater. We can feed events in from GTK or
similar GUIs, without having to go near legacy 1970s terminal
technology, meaning that GTK (et.al) users can map Tab, Ctrl-I and
Ctrl-Shift-I, all independently of each other.

Having done this, I can then quite easily send you a patch to use
libtermkey if that is wanted, because then it will be able to recognise
Tab, Ctrl-I and Ctrl-Shift-I even over terminal from a
properly-configured xterm. But that is PURELY an extension mechanism. My
primary request is to fix the underlying queue mechanism.

This is an issue that has been dragging on for years now - 7 or 8 years
by my count. 7 or 8 years I have been sitting in #vim on Freenode; in
all that time almost every week we'll get someone or other asking how
they can map some key or other, that we have to keep explaining ""No,
sorry, you can't. Not even in GTK."".

I am happy to sit and discuss it with you for potentially hours if
necessary. What I cannot do is ""send a patch"" - it's not a small simple
few-lines fix like that.

I think it is about time we ended this unfortunate situation, and
properly fixed the real underlying mechanism.

Yours, with my real name,

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	2462	2015	0	0	443
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	3	<0xfKt+29VBU3/qXU@example.com>	NSE3Rj0Q7pI47rHr@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 18:03:31+01:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> I would love to have this, too, if only because after so many happy years with
Vim (a heartfelt thanks to Bram and all developers!), I'm running out of keys
for my custom mappings :-)

Though I'm too ignorant of the internals (and can therefore only offer to do
some testing), I agree that this probably cannot be done in a single patch. But,
with the Mercurial repository, it should be easy to create a feature branch that
allows devs to collaborate and test this, and only have this merged in after
it's done (hopefully in time for Vim 7.4 / 8.0?).

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	994	678	0	0	237
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	3	<rOS5mw9DK9If5t82@example.com>	is5Ib0gmyxcUaTpL@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 09:04:19-08:00	Re: Dear Bram	"Please, please, PLEASE make this happen.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2902	148	0	0	2673
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	3	<PnrACWSvwDsQxNWL@example.com>	vJfuD2oEVQeVrtF7@example.com	h4LMCLsQd0hD+mm5@example.com	2011-02-17 20:14:05+01:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> You can just keep the existing queue and make this work.  It actually
already works for most keys, using a modifier sequence.  Using
structures only makes it bigger.

Main problem is that this won't be backwards compatible, currently
CTRL-I is the same as Tab.  I don't know how to make this work without
breaking backwards compatibilty.

 <gmane_tag_quotation> Actually, in the GUI many key combinations do work.  Not all though.

 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3130	620	0	0	2004
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	4	<t2qX0wkWNninY4fp@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 23:08:12+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Oh, and I'm not sure I follow your logic here.

Yes, it would make it bigger. By maybe bytes. Consider

 <gmane_tag_raw_code> <gmane_tag_patch> that's 8 bytes. As compared a single byte keypress that's 7 bytes
bigger. Less so, compared to e.g. a 3 or 4 byte modifier prefixed
sequence. Not a massive growth here. Lets be really pessimistic and say
we're using 7 bytes extra. Lets now say we're really memory-constrained,
and can only afford a single extra kilobyte of memory. That's still 146
keypresses of queue we can afford. Is vim's queue that big? Can we
really afford no more than a single kilobyte?

Ofcourse, this was a simplistic structure. If we care more about saving
memory at a slight CPU overhead we could

 <gmane_tag_raw_code> that's 4 bytes, to store the same information, noting that Unicode is
only a 21bit code space, a Unicode/special flag, and storage space for
10 modifiers.

4 bytes.

Those variable-length-encoded prefixed keypresses are getting on for
that long anyway. Plus now we're in a fixed-length encoding, so perhaps
we've saved CPU time and associated code space to store the program used
to encode and decode them.

I'm not sure an argument of memory consumption can be made against using
this encoding scheme.

Plus, it's only the queue of incoming keypresses - that queue isn't
going to stay very big for very long.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	1924	1465	0	237	237
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	5	<bFw5ecNvG35MqTmk@example.com>	DfBTpJuEWUdwVxd6@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-18 16:12:47+11:00	Re: Dear Bram	"<gmane_tag_quotation> It's not just the input queue that's in question here, it's everywhere
in Vim where keypresses are represented. For instance, the right hand
sides of mappings are not primarily characters, but lists of keypresses.
They need the same amount of expressive power to work properly.

When macros are recorded, registers, which usually are primarily lists
of characters, are used to store keypresses. Likewise, for feedkeys() to
work, its input, a string, needs to be able to represent keypresses.

And I'm sure there are plenty more subtleties.

The bottom line, though, is that changing to a struct-based approach
could make the job absolutely huge, requiring reworking and/or
redesigning how maps, registers, etc. all work. And it might not even be
possible since, e.g. registers need to be able to do both characters and
keys. It would be much simpler to extend the current approach which uses
an 'escape mechanism' for representing special keys. Just hit qq and
type some arrow keys, q to end recording, and then inspect register q
and you'll see what's going on here. Vim uses a byte <80> followed by
two more bytes to represent special keys.

IMHO, what needs to be done is for this to be tidied up and made
consistent and documented so that these codes can be more readily
generated, interpreted, and even viewed and understood by users (e.g.
when I do :registers, it would be nice to see <S-Up> rather than
<80><fd>^D, when appropriate). Included in this is a clear specification
of what control characters mean, e.g. does ^I (<09>) mean tab or
control-I? And which of those keys can or does use the escape mechanism?
Then the behaviour of mappings needs to be defined--if there is a
mapping for ^I (<09>) and I push tab, will it be triggered? If in a
terminal which can't distinguish control-I and tab, and a ^I is
received, should the mapping for Tab or control-I be triggered? If
there's a mapping for ^I as well as Tab, which has precedence? All these
kinds of questions need clear answers, and sensible specifications and
design need to address them, avoid ambiguity, and take care to require
as little as possible work for users, plugin authors, etc. to update
their code and mappings.

Then the input code needs to be reworked in all the GUIs and in the
terminal handling to generate the appropriate internal codes,
consistently across all the different GUIs, etc., in line with that
specification/design.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2723	2514	0	0	111
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	6	<AANLkTimaeSxF52-MKztmoUesy_Opvc=fKya990DghI8d/jE@example.com>	Du51ukXFbAiAH58m@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-18 15:04:05+09:00	Re: Dear Bram	"<gmane_tag_quotation> What I see here, if done, is a potential new major version of vim.
Such a new version may trade off backward compatibility for up-to-date
technology and/or design constraints.

Since the changes may be huge, I concur with the suggestion of
creating a branch, and having discussions *and* documentation on its
evolution.
You raised some very interesting questions, and I hope that other
people who know about the internals give their point of view too.

As far as memory usage is concerned, I am now very egoistic and
believe that I have enough RAM to run vim. If I don't, then I'll use
vi, or an old version of vim.
I used to collect and use old hardware, but I'm now getting my job
done and bringing home the bacon thanks to vim on machines with more
memory that I could think of not so long ago…

Anyway,

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1208	965	0	0	167
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	4	<VMv06t9bFNHpahuq@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 22:07:55+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> OK, well which ever way works.. I'm not fussy about the internals of
implementation. So long as it is capable of knowing that Enter is not
Ctrl-M is not Ctrl-Shift-M, I am happy.

 <gmane_tag_quotation>  :set oldterminalmode

 <gmane_tag_log_data> <gmane_tag_raw_code> For that matter, make it default to this 1970s-like legacy behaviour and
if people want the ability to map newly-recognised keys,

 :set newterminalmode

 <gmane_tag_quotation> Well, then lets make them all work. Please?

Seriously - I am not the only person here. There is a constant stream of
users on #vim, every week you can guarantee someone will want to map
Ctrl-I or Shift-Space or Shift-Enter or some other key combination that
seems perfectly logical to any outside observer, to want to map. Every
week we have to tell them ""no"". I'm getting tired of it, when there
isn't any technical reason why it can't be done, only ""it hasn't been
done this way so far"".

So can we please have a plan? If you care deeply about retaining
1970s-like semantics, I'd be happy for a compromise solution. Some
boolean setting that defaults to a value whereby these aliases do occur,
where Ctrl-I and Ctrl-Shift-I -are- synonymous with Tab. But implemented
in a way where I or whichever knowledgable user can say ""Yes vim, I know
that Ctrl-I used to mean Tab in the 1970s but I would like an extra
 <gmane_tag_log_data> could toggle setting, and map it. Yes, I'm aware that not -every-
terminal can represent that. Yes I'm aware if I ever go use a real DEC
VT220 glass teletype I've now lost the ability to type it. But that
should be -my- problem - right now vim pointlessly restricts a whole
selection of possible key mappings from GTK or Mac OS X or Win32 or
proper xterms or all sorts of other places, simply for the
backward-looking legacy of retaining compatibility with what the
behaviour used to be in a time before many vim users were even born.

I think it's about time we opened this up a bit, and allowed users to
map the keypresses they want to.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	2636	2130	92	21	487
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	5	<i0jfT1dC+LGKFsF+@example.com>	eZhUueja3dx/5RHf@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 15:11:32-08:00	Re: Dear Bram	"Would it be better to have a new folder called ""Keyboard"", putting all
the key mapping definition files like dvorak.vim, 101-keyboard.vim,
etc. and let people set in .vimrc?

It may be more flexible than just new or old term mode...

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3277	340	0	0	2856
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	6	<SFnFyF9X8+OBziQ2@example.com>	2bA2qoXY685fBuuF@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-18 05:35:38-08:00	Re: Dear Bram	"FWIW, you have my vote for making this happen. I think it's not that
hard to make everyone happy on this subject by the mean of .vimrc
settings, like we have between vi and vim for :set compatible.

Wether we use structures or the byte 80 for special key is
implementation detail, I mean wether macros, mappings or registers
simply store a list of bytes or a list of structures shouldn't change
anything: you just need an explicit mapping between a displayed
keypress and a byte or a struct (<S-Up> can map internally to \x80\xFD
 <gmane_tag_raw_code> Structures just look more sane as they're more generic/expressive and
accurate about the problem, they also are easier to expand on.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	921	761	0	60	0
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	7	<+A3lW5j2OniAsuh4@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-18 15:52:00+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> :set compatible  does suggest the possibility for more similar options,
ways to optionally extend the featureset beyond its existing capability,
without upsetting people who rely on the current behaviour, limits and
all.

 <gmane_tag_quotation> Another thought occurs to me: UTF-8 sequences vs. Alt keys.

I don't know if it's an accident of implementation, but I have never
been able to get them all working. Lets consider this example

  é  is U+00e9 in Unicode, encodes to two UTF-8 bytes  C3 A9

  C  is U+0043 in Unicode, encodes to one UTF-8 byte   43

If vim simply uses an 8th-bit-high to indicate Alt+ prefix on simple
ASCII, then what does

 <gmane_tag_log_data> mean? Is it the first of two UTF-8 bytes, or is it Alt+C ?

Alternatively, perhaps we'll represent it as a two-byte sequence with an
<Escape> prefix. Now we've conflated someone typing <Escape> C from
someone typing Alt+C. Again, in the 1970s that may be what it was, but
these days it's far from clear from GUIs, that this behaviour is what's
wanted. Again, a simple 'set' option should default this:

 :set noaltisescape     (defaults to  :set altisescape)


The reason I suggested a simple neat orthogonal structure representation
is that it can disambiguate all of the following cases in a clear
logical way; a way that can be easily fed from GUI events, and fed into
map tables or other internals.

 <gmane_tag_raw_code> <gmane_tag_technical> <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	2576	1531	6	252	814
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	4	<Q0JJy3FCXjyEsmDf@example.com>	eZhUueja3dx/5RHf@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-17 14:15:08-08:00	Re: Dear Bram	"Hello I just join discussion because I love vim and want to give a
small suggestion:

Is it possible to put a parameter in .vimrc like:

set keymap=byte-queue, structured, etc..
(default is byte-queue)
so that both sets of mapping could be kept...

sorry if I see the problem too surface.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3578	396	0	0	3101
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	3	<alpine.LNX.2.01.1102222329290.2792@hp>	ZWlljbLZYIER+Esp@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-22 23:43:39-05:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> So, from other responses, it seems (to me) that the problem isn't 
necessarily in the input queue, per se.  ""Special"" keys are already 
represented in some internal format (perhaps not-well-documented, since 
it's internal, but still represented).  (example of undocumented nature 
is the K_IGNORE special key trick that stopped working when its keycode 
was either changed or eliminated [1]).

Taking that as a given, I'm going to ignore that aspect of this issue. 
My question is about libtermkey.  I was curious enough to download it, 
unpack it, `make` it, and run ./demo.  And, surprisingly, given that it 
seems to be the favored example, pressing <Tab>, then <Ctrl>+<i>, then 
<Ctrl>+<Shift>+<i> gave me the output sequence:

<Tab>
 <gmane_tag_raw_code> So, I'm wondering: what does libtermkey bring to the table?

I tested under both rxvt-unicode (my preferred terminal emulator) and 
uxterm (which, AFAIK, is a ""properly-configured"" xterm).  If 
""properly-configured"" actually means ""specially-configured"", how would 
using libtermkey be anything less than a huge PITA when working on 
multiple systems that aren't so configured?  Or is this a 
chicken-and-egg problem?  (Nothing is configured to send anything other 
than 70's-style ""<C-i>"" == ""<Tab>"", so nothing ever will be.)

 <gmane_tag_visual_separator> <gmane_tag_personal_signature> [1] http://groups.google.com/group/vim_use/browse_thread/thread/8c535e5cf2b35f63/319b3113716e52d5

 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2149	1556	0	13	567
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	4	<XwQE6cjwZjd+/NkL@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-23 16:13:25+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> It parses CSIs, the way that xterm et.al. send modified keys.

Start an old vim. Go into insert mode. Press Ctrl-Left.

xterm sends  CSI 1;5D

Without a CSI parser, using only a 1970s-style terminfo-driven prefix
hunting algorithm, there is no terminfo key sequence matching this. So
vim gives up. It then sees Escape [ 1 ; 5 D. The upshot is that vim
leaves insert mode (Escape), does something unimportant with [ 1 ; then
deletes 5 lines of text (5D).

With a CSI parser such as libtermkey, this is recognised as a real CSI D
call, with the parameters 1 and 5. This is reported to the application
as Left (CSI D), with the Ctrl modifier (2nd param being 5).

The primary thing that libtermkey brings, is not blowing up and deleting
5 lines of your text just because xterm happened to send a valid CSI
sequence that isn't in the terminfo.

 <gmane_tag_quotation> rxvt uses its own, totally-incompatible encoding scheme for modified
keypresses. This scheme is different to any other terminal that has such
abilities (all the others follow xterm's CSI scheme). It is also
incompatible with ECMA-48 (whereas xterm extends it), inextensible
beyond Ctrl and Shift, and arbitrary (happening to pick three ASCII
characters seemingly at random, to represent the Shift, Ctrl and
 <gmane_tag_raw_code> <gmane_tag_quotation> Specifically-configured means

  modifyOtherKeys: 2

Except that on its own now breaks most other applications, because xterm
is too keen to use the CSI encoding scheme on ""normal"" keypresses, such
as Ctrl-D. xterm doesn't yet send the correct and useful sequences here,
but it is not difficult to fix its code to do so - I have been in
 <gmane_tag_log_data> again sometime soon to check he's properly looking into it.

What is needed is a hybrid scheme, whereby the simplest key encoding is
used in a nicer way; where Ctrl-D would send the single 0x04 byte (so
kernel's pty driver can recognise ""here's an EOF""), but Ctrl-Shift-D
sends CSI 68;5 u to encode it correctly.

 <gmane_tag_quotation> Rightnow, xterm will send the same byte for Tab, Ctrl-I or Ctrl-Shift-I.
Setting modifyOtherKeys to 2 will send real keypresses that it can tell,
but now everything else cannot.

Ultimately, yes. It is chicken and egg, in order for -everything- to
work in a happy shiney way. But even without terminal changes,
applications can benefit from using libtermkey now.

So to answer your question on ""how would using libtermkey be anything
less than a huge PITA"" - it isn't. It already recognises, via its
terminfo-driven parser, every keypress that terminfo/curses already
recognises. It cannot be worse. It is strictly better than, because of
the full CSI parser I mentioned above. Even if it cannot pass on that
information to its containing program, it can at least parse it. If
libtermkey was used by some application that has no concept of modifier
keys, then modifiers would just be ignored; i.e. that pressing Ctrl-Left
would simply be read as a Left keypress, not resulting in a beep and
deleting 5 lines of text (vim), or beeping and appending ;5D to your
 <gmane_tag_log_data> Furthermore it is much more future-proof. Just as in 1970 nobody
considered modifier keys, right now nobody has, say, pressure-sensitive
keyboards, so nobody bothers reporting pressure information. Maybe in
another 20 years time we'll all have keyboards that can recognise a
gentle vs. hard press of a key, or multi-touch with two fingers, or
whatever. It would be quite natural to use the 3rd CSI argument, say, to
encode this.

 Up                CSI A
 Ctrl-Up           CSI 1;5 A
 Forceful-Ctrl-Up  CSI 1;5;3 A

A terminfo-driven string prefix parser will of course blow up here. The
code in libtermkey, right now today, will not blow up. It won't
-understand- that 3rd parameter, it cannot -report- that to its
containing application, but it will correctly parse it to ignore it -
reporting to its application the press of Ctrl-A, by ignoring the
Forceful part. 

Using libtermkey today leaves terminal developers of the future the
freedom to extend the CSI parameters in whatever way they see fit,
knowing that if old applications can't make use of this new information,
they are not at least confused and inconvenienced by it.


 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	5362	4360	113	21	987
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	5	<alpine.LNX.2.01.1102240500550.2792@hp>	ZWlljbLZYIER+Esp@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-24 05:25:17-05:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> The whole situation is pretty arbitrary.  E.g. ./demo's output under a 
modifyOtherKeys:2 UXTerm, compressed to one row, for <Shift>+ the top 
row of my typical US 105-key or variant:

 <gmane_tag_raw_code> Why the Shift modifier on ~, @, ^, and _, but not !, #, $, etc? 
(Guessing hysterical raisins.)

Didn't realize ECMA-48 existed, though.  Thanks.


 <gmane_tag_quotation> Cool.  Works as advertised (i.e. currently not in anything other than 
the `demo` program, but still interesting to see the ability is built 
in).


 <gmane_tag_quotation> How do <Tab> and <Ctrl-i> fit into this scheme?  What's the ""simplest 
key encoding""?


 <gmane_tag_quotation> Thanks.  This paragraph combined with the first section about parsing 
unknown CSI sequences is plenty convincing.  (trimmed rest)

 <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3755	979	0	55	2796
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	6	<6umo+MsZN7USwqBx@example.com>	DfBTpJuEWUdwVxd6@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-24 23:30:44+11:00	Re: Dear Bram	"<gmane_tag_quotation> This can't explain ~, but...

My guess is that these are keys which are low enough in ASCII that they
can be control keys. There should be 32 of them. A-Z makes 26, plus the
three above which are @ ^ and _, then there's [ ] and \, and that's it.
I guess you can test the theory and see if { } and | appear with shift
modifiers--though I guess they may not, since they actually generate
different characters. Still, would be interesting to know.

Maybe ~ by some other convention does something special with control.
IIRC, it is right down the other end of ASCII, at 126 or something.
Maybe it's equivalent to another one of the keys, if ctrl-a is the same
as ctrl-A, maybe ctrl-~ is equivalent to whatever is at
codepoint...126-32=94, which is definitely one of those symbols above...
It's strange, in my terminal, pressing ctrl-~ seems to do nothing,
whereas control with other 'non-control' characters makes a beep.

At any rate, since it's only these few keys which can be control
characters in the first place, it makes sense that these have the
special treatment, and the others don't.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1634	1189	0	0	347
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	6	<nQHEBFaa23J6lCBL@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-03-07 15:58:02+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> That sounds like a buggy implementation. Due to all the vagueness of
what shift means in the context of Unicode (is ! really ! or is it
Shift-1) my specification called for explicitly ignoring the state of
the Shift key in the terminal, at the time the modified Unicode sequence
is created. If that isn't happening, I vote bug.

 <gmane_tag_quotation> It's essential in these matters. :)

Once you read the spec part for CSI, you realise how short and neat the
entire scheme really is, how extensible it is provided you actually have
a real CSI parser and not a dumb string-prefix matcher a.la.
termcap/terminfo/curses combinations.

 <gmane_tag_quotation> I am also recently informed by Thomas Dickey that 

  formatOtherKeys: 1

sends a slightly nicer CSI u rather than CSI 27~ encoding

 <gmane_tag_quotation>   <Tab>           0x08           (ASCII HT)
 <gmane_tag_raw_code> Note that, due to what I said above, we have to ignore the shift key in
these CSI u sequences; the distinction between Ctrl-I and Ctrl-Shift-I
is simply that one is lowercase and one is capital.

 <gmane_tag_quotation> Another thought occurs to me.

Run vim in xterm. It recognises Ctrl-Left, because vim handles
TERM=xterm specially to recognise this case.

Run vim in screen in xterm. It doesn't recognise Ctrl-Left, instead
interpreting it as Escape, 1; (ignored), 5C. Deletes 5 lines of text and
enters insert mode. Mass fail.

Run libtermkey's demo either in xterm or in screen-in-xterm. Observe
that Ctrl-Left works IN BOTH CASES. This is because it always applies
its CSI parser, so always understands xterm-alike CSI encoding of
Ctrl-Left (et.al.).

This fact -alone- should be enough to convince you. :)

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	4428	1804	0	122	2599
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	5	<OIsAm0TqwxeEx1Ti@example.com>	DfBTpJuEWUdwVxd6@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-24 10:29:02+11:00	Re: Dear Bram	"<gmane_tag_quotation> Of course, Vim can already do this to an extent.

:help keycodes
:help xterm-8bit
:help +termresponse

It's only keys like Control-I which are still indistingishable from keys
like Tab (and Enter, and Backspace, and I think shifted Control keys).
And perhaps that can't be fixed in the terminal now, but it can
certainly be fixed in the GUI.

And in doing so, the notation and representation for it can be tidied up
so there aren't a bunch of internal ambiguities and at least all the
remaining ambiguities are external ones that we are stuck with anyway
(and with luck will go away one day).

 <gmane_tag_quotation> And AFAIK, Vim doesn't deal with this. Does libtermkey or does it only
do CSI stuff?

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1447	800	0	0	572
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	6	<IyrvSRHbsQp+MOVA@example.com>	h4LMCLsQd0hD+mm5@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-24 17:57:02+00:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> It doesn't at the moment, but if someone wants to do the research into
what sequences it sends, and write some code in the library (similar to
driver-csi.c and driver-ti.c), I could add that in sure.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature>"	931	312	0	0	602
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	5	<ME2kf03ltEWwuTWj@example.com>	olyVqvkUyH6wqgJb@example.com	CuZt47K5gEvNaeGN@example.com	2011-02-23 14:58:03-08:00	Re: Dear Bram	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Now there's an idea :)))

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	343	152	0	0	115
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	1	<MHf9x2JXjGF/wm5a@example.com>	rHD9bRhWBtJpMK4C@example.com	CuZt47K5gEvNaeGN@example.com	2014-10-04 11:29:32-07:00	Re: Dear Bram	"Exactly. 

My EMR is in Python3 and I run it in iTerm2 on MacOS (+Homebrew). 

I could use Macvim but then I'd be going between two windows. (PITA) 

There is no way to make Macvim the host (display) for my Python program? That way I (might) be able to just use Macvim. 

BTW : thanks for your great work and dedication to this fine tool! 

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	826	471	0	0	0
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	1	<Rx0Vqu5OVItKOwFC@example.com>	rHD9bRhWBtJpMK4C@example.com	CuZt47K5gEvNaeGN@example.com	2014-10-04 11:32:35-07:00	Re: Dear Bram	"<gmane_tag_salutation> I replied by Email and your email addresses were quoted in the reply.

I erased my email replies and reposted without the email addresses. 

 <gmane_tag_closing> (.... writes another ""THINGS NOT TO DO"" in his little moleskine notebook...)

 <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	725	373	0	0	0
<Vlq+dy3QGkLw7h92@example.com>	gmane.editors.vim.devel	2	<fOBtLs5iDBMpowOU@example.com>	T9hb6PfiiJNY8dUC@example.com	CuZt47K5gEvNaeGN@example.com	2014-10-04 12:30:12-07:00	Re: Dear Bram	"No Prob, I don't really care because Gmail's Priority Inbox sorts it all
out for me. :D

 <gmane_tag_quotation> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1522	272	0	0	972
