,instance_id,label_Act:::Thank you/Welcome,label_Act:::Commit/Agree,label_Act:::Request,label_Act:::Deliver/Informative,label_Act:::Other_merged,label_spam,label_Sender Expectation,root_id,message_id,cleaned_text,batch,split
event of this nature for we labor leaders who come from the social
struggle, is a great lesson that allows us to exchange experiences and
to keep strengthening our people and our grassroots organizations.

Thus, in Bolivia, our social movements, our intellectuals, our workers ­
even those political parties which support the popular struggle ­joined
together to drive out Gonzalo Sánchez Lozada. Sadly, we paid the price
with many of our lives, because the empire's arrogance and tyranny
continue humiliating the Bolivian people.

It must be said, compañeras and compañeros, that we must serve the
social and popular movements rather than the transnational corporations.
I am new to politics; I had hated it and had been afraid of becoming a
career politician. But I realized that politics had once been the
science of serving the people, and that getting involved in politics is
important if you want to help your people. By getting involved, I mean
living for politics, rather than living off of politics. We have
coordinated our struggles between the social movements and political
parties, with the support of our academic institutions, in a way that
has created a greater national consciousness. That is what made it
possible for the people to rise up in these recent days.

When we speak of the ""defense of humanity,"" as we do at this event, I
think that this only happens by eliminating neoliberalism and
imperialism. But I think that in this we are not so alone, because we
see, every day that anti-imperialist thinking is spreading, especially
after Bush's bloody ""intervention"" policy in Iraq. Our way of organizing
and uniting against the system, against the empire's aggression towards
our people, is spreading, as are the strategies for creating and
strengthening the power of the people.

I believe only in the power of the people. That was my experience in my
own region, a single province ­ the importance of local power. And now,
with all that has happened in Bolivia, I have seen the importance of the
power of a whole people, of a whole nation. For those of us who believe
it important to defend humanity, the best contribution we can make is to
help create that popular power. This happens when we check our personal
interests with those of the group. Sometimes, we commit to the social
movements in order to win power. We need to be led by the people, not
use or manipulate them.

We may have differences among our popular leaders ­ and it's true that
we have them in Bolivia. But when the people are conscious, when the
people know what needs to be done, any difference among the different
local leaders ends. We've been making progress in this for a long time,
so that our people are finally able to rise up, together.

What I want to tell you, compañeras and compañeros ­ what I dream of and
what we as leaders from Bolivia dream of is that our task at this
moment should be to strengthen anti-imperialist thinking. Some leaders
are now talking about how we ­ the intellectuals, the social and
political movements ­ can organize a great summit of people like Fidel,
Chávez. and Lula to say to everyone: ""We are here, taking a stand
against the aggression of the US imperialism."" A summit at which we are
joined by compañera Rigoberta Menchú, by other social and labor leaders,
great personalities like Pérez Ezquivel. A great summit to say to our
people that we are together, united, and defending humanity. We have no
other choice, compañeros and compañeras ­ if we want to defend humanity
we must change system, and this means overthrowing US imperialism.

That is all. Thank you very much.
       
                                *
   <quotation>   ",2,train
435,2_1377,0,0,0,1,1,0,0.0,<q6AvS7pFF9sgP81W@example.com>,<1206870592.23143.5.camel@nigel-laptop>,"Re: hibernate 1.98 pre-announcement 
 <salutation>  <quotation> The idea was to provide better transparent replacement of swsusp. We
could, of course, concentrate on improving pm-utils to the point where
the hibernate script is no longer needed. For the moment, though, I
thought it might be helpful to be able to set things up so that pm-utils
doesn't need to be modified and the hibernate script can transparently
fill in the gaps.

 <closing>",2,train
436,2_1378,0,0,1,0,0,0,1.0,<5L5HPC0y29BH1yZ7@example.com>,<UGRcsi9myiXf4bD9@example.com>,"Re: multiple instances of apache and ssl 
 when you said multiple instances of apache , do you mean two different
apache installs in like  /usr/local/apache, and /usr/local/apache2 or do you
mean just different virtual hosts within the same instance???

 <closing>  <quotation>",2,train
437,2_1379,0,0,0,1,0,0,0.0,<txe96dquCkJ7Yja2@example.com>,<rcD2VecLNN1hvZaZ@example.com>,"Re: off topic 
  <quotation> Took me 2 weeks to get my first ubuntu working. Im hoping its a lot easier
in dapper.


  <quotation>   sometimes lose everything becuase the thing you bought was incapable of
 ",2,train
438,2_138,0,0,1,0,1,0,1.0,<RfolwW+nYoNFT+8z@example.com>,<RfolwW+nYoNFT+8z@example.com>,"IP Blocked 
 To whom it my concern,

 

            I am an admin at St. Petersburg College, it has come to my
attention that our firewall internet address is being blocked by
Wikipedia.  The Admin (RickK <http://en.wikipedia.org/wiki/User:RickK> )
that blocked the ip (66.194.104.5) is no longer available.  Please let
me know what needs to be done to resolve this issue.  On the reason
given ""death threats"", we would like any information on the user and
events so that we may ensure it does not happen again from our faculty
or students.

 

Below is the block info from the web page....

Your IP address is 66.194.104.5. Please include this address, along with
your username (if you are a registered user), in any queries you make.

Your user name or IP address has been blocked
<http://en.wikipedia.org/wiki/Wikipedia:Blocking_policy>  by RickK
<http://en.wikipedia.org/wiki/User:RickK> .

The reason given is:
death threats

Thank you for your time and help,

 

   ",2,train
439,2_1380,0,0,1,0,0,0,1.0,<6vtu8hIFKRi4Wd7l@example.com>,<6vtu8hIFKRi4Wd7l@example.com>,"readb macro 
 i inserted a printk in asm/io.h in the __readb function to get some data
about mmio transfer. I am able to compile the kernel properly but donno why
it crashes at boot time.Can anyone help me with this. what can be the reason
for this crash.this is what i have done.

 <raw_code> <closing>",2,train
440,2_1381,1,1,1,0,0,0,1.0,<I9W3KSfamAEpuLIA@example.com>,<SltNh7vWWWXmknDa@example.com>,"Re: Simple steps to improve CIPE security 
 <salutation> thank you for this input. I will research it some more before coming to a 
final opinion on MD5. It can wait a little while.

Can anyone add to this please?

 <closing>  <quotation>  ",2,train
441,2_1382,0,0,1,0,0,0,1.0,<BQd+0D3mxXpSeh5T@example.com>,<BQd+0D3mxXpSeh5T@example.com>,"OT: MS Office Addin -- Guidance/Advice 
 <salutation> I am sorry for troubling people on this list, however, I am hoping
someone can steer me in the right direction.

I would like to create an Addin for MS-Office that would allow me to
store a copy of a document/email/spreadsheet in an external database.

IOW, when I have the doc/email/xls open I have a button on the tool
bar that allows me to specify some params and then the current active
object is sent to the db.

I have search thru MSDN, but can't find the ""Here's how ya do it"" entry.

 <closing> g.",2,val
442,2_1383,0,0,1,1,0,0,1.0,<001001c308c5$b8b253e0$0bd4a8c0@wksjason>,<001001c308c5$b8b253e0$0bd4a8c0@wksjason>,"Macro Copy/Move/Delete Bug with revisioned data ? 
 <salutation> I've created a directory with versioned files in it, and i have been trying
to move the directory using the Macro.move function. The macro succeeds in
moving the directory and the files from the source to the destination but
unfortunately there are 2 problems :

1. The source directory does not get deleted.
2. The destination directory does not contain all the revisions of the files
in the source (e.g 1.0, 1.1, 1.2, 1.3 etc. ) - only the oldest one (1.0).
I've noticed the same behavior with Macro.copy

Does anyone know why this could be happening ? Is this normal while handling
directories with revisioned data or a bug ? These problems do not occur if
the directory  contains non revisioned data.

I am using a FileContentStore to store the files and directories.

 <closing>",2,train
443,2_1385,0,0,1,0,0,0,1.0,<bIvtwsmkBFZ8TZs2@example.com>,<rOIvNBTg75+/OaNx@example.com>,"=?ISO-8859-1?B?b3B0aW1pemVyIGJ1ZyBpbiBzZWxlY3RpbmcgZmllbGRzIHRoYXQgZG9utHQgYmVsb25nIHRvIHRoZSBpbmRleCB1c2VkIGJ5IG15c3Fs?= 
 <salutation> <quotation> <raw_code> <quotation> What is the output from EXPLAIN for this query ?
Do you get a similar problem with MyISAM tables ?

 <closing>  ",2,val
444,2_1386,0,0,0,1,0,0,0.0,<ibkS5OA5529ALCPD@example.com>,<NclnlrzTMOVWbSG8@example.com>,"Re: School-owned IP address range? 
  <quotation> Hmmmm...  I'm not keen on the idea of having to go to training and pay
$1K or more per year.  I might stick with the $100/yr static address
range provided by our ISP.

       ",2,test
445,2_1387,0,1,0,1,0,0,0.0,<UHuj+9GaeX3bgonA@example.com>,<MW9oihj7vuCkMY/4@example.com>,"Re: feedback on provenpackager and sponsor policies, please 
  <quotation> I think thats a fine idea. 

 <quotation> This looks good to me. 

 <quotation> Not sure this belongs there, but I'm not sure I can think of a better
place. :) Since it's FESCo who sponsors provenpackagers, perhaps it
should be under a FESCo page? Or it can't hurt to be there I guess. 

 <quotation> ok. 

 <quotation> Looks good... the ""NOTE: the current ACL system does not allow this.
Hopefully it will be fixed."" note probibly can be removed. Since
sponsors are in provenpackager they should be able to modify their
sponsorees packages now. 

 <quotation> <closing>  ",2,train
446,2_1388,0,0,1,1,1,0,1.0,,<IdqnOEp60Kuf+mJD@example.com>,"screen-changed signal emitted before constructor is invoked? 
 <salutation> I created an Widget and overrode the constructor of the GObject
interface to initialize private members.

Then I listened to screen-changed signal of the widget. in the signal
handler a private member was accessed; 

The private member was not properly initialized when the first
screen_changed signal is emitted. Later on I added debug messages in the
constructor and screen-changed signal handler; it turns out that the
handler was invoked *before* the constructor.

However, the construction of the GObject is not yet finished before the
constructor function is invoked (at least to my understanding); Should
this behavior be a bug?

This is a serious interference with VALA where there is no way to
specify the instance _init functions. 

I am also ccing to vala-list to see if the vala gurus can advice with a
clean workaround.

 <closing>",2,val
447,2_1389,0,0,0,0,1,0,0.0,<CgHisflyh51IjJlL@example.com>,<Qx7hTG3OvZR9w+1c@example.com>,"[PATCH 3/3] add ability to disable ft_board_setup as
	part of bootm 
 if the environment variable 'disable_fdt_boardsetup' is set we skip
doing the ft_board_setup().

 <tabular>   ",2,test
448,2_139,0,0,1,0,0,0,1.0,<CUgKU3JcWjhr6mif@example.com>,<AOUr9k/O2PlV5plH@example.com>,"RE: [SSL Authentication not working] 
 Ummmm.... we're getting closer, but this will get resolved sooner if you
please...

 <quotation> Determine why it doesn't bind to port 5223. May be a bad key.pem, may be a
typo in your /path/to/key.pem, may be a dozen other things wrong in
jabber.xml. I can only guess unless you provide more info.





   <salutation> Jabber work on non -SSL mode 5222

jabberd daemon is working, Jud, Muc also works...

port is not binding to ethernet interfaces.....

 <closing>  <quotation>  ",2,train
449,2_1390,0,0,0,1,0,0,0.0,,<a6fd1eb1d90fcf54c5d0c6d7893f3ed4@osCommerce-Forums>,"RE: osCommerce and CSS (Cascading Style Sheets) 
   It is fine now.  Being outside of North America  - chances are if you been trying on since last Thursday - your connection might have come to a dead end somewhere on the EAST COAST of NORTH AMERICA.  They have had a MAJOR power grid failure that affected a large part of the North East- US and parts of Canada.  Backup for most servers/router are good for a hour or two - not normally several hours to days without power.  They still have had a few areas with rolling black outs. And others STILL do not have power.  Before that there has been small outages in CA*NET (one of Canada's internet back bone) that took some time for router to reconfigure.

It is there - keep trying.",2,train
450,2_1391,1,0,0,0,0,0,0.0,,<4u1TrsNG4NaENx3l@example.com>,"Re: Libglade-config? 
 <quotation> Jo, thanks, that helped :) But, apart from looking at the book because
I guessed there were 2 different thingies called the same name, I have
no clue how I should have found out myself...

Thanks a bunch, cheers
 <closing>  ",2,val
451,2_1393,0,0,0,1,0,0,0.0,<ada/KmIbQdB5IjYz@example.com>,<34cBF8oGxY6Rsfmb@example.com>,"Re: Unstable feed 
 Maybe it is me, but it seems to be:
http://familiar.handhelds.org/familiar/feeds/unstable/packages/armv4l/

armv4l, not 41

  <quotation>      ",2,test
452,2_1394,0,0,1,1,0,0,1.0,<VTRRWmSfwjz1LJIw@example.com>,<ONzRoc2RLChCPo9Y@example.com>,"RE: IPTC in RAW 
 <salutation> That behaviour is correct, at least I've got the same here. The problem is
with the ZoomBrowser (and many other software) in retaining the IPTC info.

The solution is to ""copy/paste attributes"" from the raw image to the tiff
image in Imatch, one by one...

 <closing>   <salutation> I'm having a problem getting something right in my workflow and am hoping
somebody might be able to help.

I'm shooting RAW with a Canon Powershot Pro1. This is a summary of my
workflow:

1. Upload RAW images to hard drive
2. Update folders in IMatch to identify new RAW files 3. Categorise RAW
images, add IPTC data to each new RAW file 4. Process the RAW images with
Canon proprietary software (via ZoomBrowser), save processed images as 16
bit TIF files 5. Return to IMatch and rescan folders to pick up new Tifs.

However, despite adding IPTC info to the RAW image it doesn't seem to
migrate into the new TIF files.

I know that IPTC info is saved in the .thm file that accompanies the RAW
file. How can I get the TIFs I'm creating to retain the IPTC info that I've
added to the RAW files?

Also, as I've categorised the RAW files in IMatch, I'd ideally like the new
TIFs to automatically drop into the same categories.

Any ideas or suggestions?

 <closing>     ",2,train
453,2_1395,0,0,1,0,0,0,1.0,<ytowkma73c1lacc.030520051138@NAVISS-KW>,<kCBG+91bVLDNaiGu@example.com>,"permissions Module 
  <quotation> did you check modules/permissions/config directory?

 <closing>",2,train
454,2_1396,0,0,0,1,0,0,0.0,,<bkg3c1$709$H6bdg1ByFsyl96AZ@example.com>,"Re: Borgs VT booty call 
  <quotation> Maybe it's both.",2,train
455,2_1397,0,0,0,1,0,0,0.0,<htkxBYUVM/vtyu7H@example.com>,<5eyJgTeVnDtGO1va@example.com>,"Re: 2 Exception Windows 
  <quotation> Application.CaptureExceptions = true means, catch exceptions and show the
dialog.
Otherwise unhandled exceptions will halt the application. This can be useful
for hard to find bugs.


 <closing> <quotation>",2,train
456,2_1398,0,0,0,1,0,0,0.0,<1120922238.3709.13.camel@debian>,<1123687626.8099.11.camel@debian>,"Re: [PATCH] Some string fixes (#309879) 
  <quotation> Well, the tools just show an empty the ""long description"" UI element.
For gconftool, it's not a problem that this field isn't around. I don't
see anything preventing us from committing this to make translators
happy. A similar patch was committed to totem some weeks ago as well.

    ",2,train
457,2_1399,0,0,1,1,1,0,1.0,<YgOZyGh/5D59Zyh3@example.com>,<DDmmHwiWsDvh3dwC@example.com>,"Re: twisted and gprs networks 
  <quotation> Those two paragraphs seem, to me, to be contradictory. The IP might 
change, but you need to know the IP?

 <quotation> Sessions need not be tied to a particular transport layer connection. 
HTTP applications commonly deploy sessions (for example, using cookies) 
that span multiple transport layer connections.

 <quotation> You haven't defined the problem well enough for me to suggest a specific 
solution, but Twisted can do all of the things above.

Could you give a bit more detail on what you want to achieve?",2,train
458,2_140,0,0,1,1,0,0,1.0,,<Zlc28XoDFUJa0KeM@example.com>,"[ jboss-Bugs-992654 ] JMX Console and NoPassivationCachePolicy 
 Bugs item #992654, was opened at 2004-07-16 17:32
 <tabular> You can respond by visiting: 
  <tabular>  This is reported against 3.2.4.
When you employ the JMX Console -- BeanCacheMonitor 
to look at the number of entities cached while using the 
 <log_data> of the cache always reads 0. 

I understand that the capacity information is irrelevant 
with this cache policy, but the number of entities in 
cache is still very relevant, and should display.  As is, 
the size always reads 0.
Here is the URL for MBeanView I am referring to:

jmx-console/HtmlAdaptor?
 <raw_code> 3DBeanCacheMonitor

    ",2,train
459,2_1401,0,0,0,1,0,0,0.0,,<NuFJhruX7srRLP4I@example.com>,"(PR#14827) save ppms of map in the server 
 <URL: http://bugs.freeciv.org/Ticket/Display.html?id=14827 >

to make animated gifs in viewgame.phtml, we currently make ppms of the maps
from savegames, then after some manipulation, do ppm2gif to make the gif.

This patch moves the ppm-making into the server. This allows for less
processor time and less screwups in keeping the ppm-maker uptodate. To turn
it on, pass -Ppm to the server on the command line. The ppms should be put
wherever the savegames are.

 <closing> ",2,train
460,2_1402,0,1,0,1,0,0,0.0,,<hdEkbFTIzzWGB/Zk@example.com>,"automated response 
 I will be out of the office until October 16th. Please feel free to contact Jen Alvino at 871-1700 x733 or GDwFuKAFhZWGQfMu@example.com in my absence. You may also contact Library Administration at x755. I will respond to your email when I return.

 <closing>",2,train
461,2_1403,0,0,1,0,0,0,1.0,<rRnJSBgn61PPfdMW@example.com>,<rRnJSBgn61PPfdMW@example.com>,"Problem with Direct Routing and Ultramonkey 
 I have 3 real servers running postfix and one server running UM in a DR config

 <raw_code> <log_data> <raw_code> <log_data>   -> 172.16.11.45:25              Route   1      0          0
  -> 172.16.11.46:25              Route   1      0          0


I can make a connection to the VIP on port 25, and sometimes the connection lasts for a whole smtp chat, other times it doesn't, and then the connection is dropped and subsequent connections are refused.

I can still telnet to the real server port 25's and an ipvsadm -L -n yields the above table.

the only way I can get the service working again is to stop and start heartbeat and then of course it only works for one or part of one connection

Can anyone help

 <closing>",2,train
462,2_1404,0,0,0,1,0,0,0.0,<ZUpgIw4uaaYtYuDN@example.com>,<G/+TvGsmb9njcifQ@example.com>,"Re: syslog-ng log rotation 
 you could have a log destination that looks something like this:

 <raw_code>          file(
 		""/your_path/$YEAR-$MONTH-$DAY-$HOUR-$MINUTE.txt""
 <raw_code> so syslog-ng would just keep creating new files every minute. it would be 
up to you to bundle up your 5 minute  sections.

 <closing>  <quotation>  <quotation> https://lists.balabit.hu/mailman/listinfo/syslog-ng
 ",2,train
463,2_1405,0,0,0,1,0,0,0.0,<000c01c231e4$ea9f05f0$0200a8c0@SUPPER>,<gMgikLa+85O5FZUL@example.com>,"Re: Fw: My system update script . How about this? 
 <quotation> emerge -u `cat /path/to/video-editing`",2,train
464,2_1406,0,0,0,1,0,0,0.0,<+J57PqF1rhexD3Op@example.com>,<becZ9o0BGOM+Sbvm@example.com>,"Re: [c-nsp] latest stable... 
 <salutation>  <quotation> 12.0S has no IPv6 support on the 7200 platform, so I consider this
release unsuitable for anything.

 <closing>     ",2,train
465,2_1407,1,0,1,0,0,0,1.0,<ydXmrFFO+cDBIJL/@example.com>,<ydXmrFFO+cDBIJL/@example.com>,"RE: Question of Capability 
 Thanks, can you tell me what AFAIK means.  Also, is this documented anywhere for FC1 that you know of?

   Chalonec Roger kirjoitti viestissään (lähetysaika perjantai, 4. 
 <log_data> <quotation> AFAIK, by default Linux supports 32 processors on 32-bit systems 
and 64 processors on 64-bit systems. The kernel configuration 
file has a setting for this:

CONFIG_SMP=y
 <raw_code>      ",2,test
466,2_141,1,1,0,0,0,0,0.0,<5vIr+rBfAOigxZ+5@example.com>,<kVZXKrKCcyoAcDCG@example.com>,"Re: [sparc64] 2.6.18 unaligned accesses in eth1394 
  <quotation> Thanks a lot for reporting this.  I have a similar report from
Harald Welte involving IPV6 to look at as well.

I'll try to get these all fixed up next week.

 <closing>  ",2,train
467,2_1410,0,0,0,1,0,0,0.0,<n6JHK8wrBJYDxYQl@example.com>,<n6JHK8wrBJYDxYQl@example.com>,"Re: Why do I get broken pipe on write to a pcm in  
 statePREPARED? 
  <quotation> I think that the best behaviour is the current and it's also the
simplest to describe and to understand: poll/select never blocks when
there is nothing to wait.

... and in PREPARED state definitely there's nothing to wait from sound
card.

    ",2,val
468,2_1411,0,1,0,0,0,0,0.0,<n4+I0jgMtAhzz67Y@example.com>,<TNy4vvBOs8b3wV+5@example.com>,"Re: cvs commit: src/sys/dev/usb ehci.c ehci_pci.c ehcivar.h ohci.c
 ohci_pci.c ohcivar.h uhci.c uhci_pci.c uhcivar.h uhub.c usb.c 
  <quotation> Way cool!

 <closing>    ",2,train
469,2_1412,1,0,1,0,0,0,1.0,<WJUxff4tfLeAorBT@example.com>,<Yav+IYwSHi8iLAZs@example.com>,"Re: sFlow, NetFlow 
 <quotation> Thanks for the detailed information. So, sFlow is what is used by our 
provider to calculate those nice MRTG charts? (And NetFlow's the 
trademarked version by Cisco.)

 <closing>   ",2,test
470,2_1414,0,0,0,1,1,0,1.0,<Frc9TBcTgEE5jzND@example.com>,<Frc9TBcTgEE5jzND@example.com>,"Re: Re: [Bf-blender-cvs] CVS 
	commit:blender/source/blender/python/api2_2x Mathutils.c quat.c
	vector.c 
  <quotation> Sorry about that.  I figured it would break something.
At least it broke something that doesn't officially exist yet!

I realise that is no consolation.  I can see the implementation 
was ideal for what you are doing.  However, the leakage problems
of who deletes what and when combined with the possible bad
pointer problems had to be dealt with.

I am open to other solutions or the existance of some sort of
VectorWrapper type.  Maybe an EditVert type that can be used
as an argument in Vector operations?

  ",2,train
471,2_1415,0,1,0,1,0,0,0.0,<owMBCQC/rkIOhkE5@example.com>,<1HAyI+ijZpZmTDE/@example.com>,"RE: about  draft-ietf-hip-mm-04 
 <quotation> I think it would be helpful to propose this new text; I would think that
it would be an agreeable and useful extension of what we have already.

There will be a few other changes due the secdir review of the draft; I
think that the -05 version of the draft can propose the changes due to
this and also the reviews ongoing presently.

 <closing>",2,train
472,2_1416,0,0,1,0,1,0,1.0,<vLmHVhfTBXuwz+uT@example.com>,<lkGL4uwY4uHXJP+B@example.com>,"Re: Proposal: Data.Stream 
 <salutation> <quotation> Your distribution has chosen to include them. In general, the only
package which is guaranteed to be present is base, plus filepath from
6.6.1 onwards, plus many fragments of base from 6.8 onwards.

 <quotation> Is it fair to say that your intention is not to give a level of
blessing or whatever to this package, but to lower the barrier to use
for your library? If so, things like cabal-install will nearly
eliminate the difference between libraries shipped and libraries
installed - wait for the tools to catch up and bundling won't be
necessary.

 <closing>",2,val
473,2_1417,0,0,1,0,0,0,1.0,<c/jQ7GxGKq4vEmuV@example.com>,<2/avfRKbYYx8jd+y@example.com>,"[BL] BL2 computer to BL2 computer by ftp 
 <salutation>  <quotation>   I have tried many times, over the last 48 hours, to get mcserv to
connect clark and lois.   And failed at the login.   
All passwords have been found incorrect, which suggests I have not 
configured something properly.

  What should I be looking at ?

OTOH, pure-ftpd used the user logins that I have already set up on
both computers, without anything else needing fixing.

 <closing>   ",2,train
474,2_1418,1,0,0,0,0,0,0.0,<tLN+dp9s30mDduSF@example.com>,<PFx8bgdTif2jO/F1@example.com>,"Re: Silently Wait for DTMF Input 
 <quotation> This works very well, thank you!


  ",2,test
475,2_1419,1,0,1,1,1,0,1.0,<2Y0vj09TmKvicsBx@example.com>,<RadWZ+i5kR5wcHrc@example.com>,"RE: the Act of leisure 
 <salutation> Thanks for the insightful email. I draw some analyses from your last email, 
very quick and brief ones for the time being:

1). Streets and side-ways are increasingly being seen as loose, uncontrolled 
spaces which need to be controlled. So, we have moves from the corporate 
sphere, the government sphere, to demolish, have private and public security 
around. At least that is what I see happening in Mumbai. In Delhi in any 
case, streets are largely vacant from whatever bit I have seen. In fact I 
feel unsafe walking on the streets in Delhi, except for Old Delhi.

2). Streets and side-ways are also being seen as spaces of illegality, again 
a Bombay perspective. Here is precisely one of the sites where the everyday 
battles between legality and illegality are being fought. And then again the 
issue of controlling loose space.

3). In this discussion on security, there is a very strong need to think in 
terms of the corporate-government perspective. I cannot think of one without 
the other in these times in Mumbai. Battles of competition, economy are 
being waged between the corporates and the loose urban spaces. For instance 
the four 7 star hotels at Nariman Point pooling money and hiring private 
security to evict hawkers. While the public is not involved in this tussle, 
we are talking of some kind of public when we refer to thge hawkers which is 
being seen as 'outsiders, encroachers'.

4). Then again, the media generates tremendous images of the terrorist, the 
encroacher, the illegal entity and these condition the public mind very 
strongly.

In debates on security, these three angles are critical.

When we talk of public spaces, one of the things I am wrestling with in my 
research on the seafronts and railway stations here is who is the public? 
And the public seems damn dead when you ask me. They are snoring, caught up 
in the humdrum of daily lives. I have often thought of public and community 
spaces in Mumbai city to be problematic because people tend to use less of 
these owing to tight notions and practices of time and these then become 
dangerous. For instance the Shivaji Park. Then you have surveillance, rules, 
regulations, laws, policing, etc. And the media contributes to this all.

For now, I am saying this. But there are several thoughts. Particularly 
about institutionalizing entertainment and leisure which is what happens in 
malls and now with a spate of festivals in Mumbai City which aim to 
commecialize and brand street food. There are terms of entry into public 
spaces like malls and multiplexes and you were damn right when you said that 
if your scout around outside an upmarket place, you are seen suspiciously by 
the guards. What I am wary of is this increasing fuzziness between private 
and public security and the use of private security in public spaces.

 <closing>   <salutation> Thanx for sharing your experiences/ observances of Delhi, Bangalore and
 <closing> I guess as cities go, there are many similarities in all three except that
Delhi being the national capital can always cite security as a justified/
valid/ legal reason for many things.

Taha and I should have been more clear on what we mean when we use
categories such as private/ public and non formal spaces. I will take
recourse to the space of the New Friends Colony community center to clear
my understanding of public/private space.

Can one really define public and private as clear-cut categories of space
and behaviour? How does one categorize private or deemed private behaviour
in public spaces? For example, kissing ones boyfriend in the parking lot
at CC or for that matter, public or deemed public behaviour in ones
private space. For example, a film star giving an interview to a news
channel while sitting in her drawing room would elicit a more formal
performance of behaviour.
I dont think that I am in a position to give conclusive definitions of
what is private and public.

However, when I talk of public space with reference to the NFC Community
Centre, I mean the sidewalks, pavements, verandas, parking lots, streets,
subways, and squares etc. The inside of the shops, restaurants, bars,
cinema halls are private spaces because the right of admission is reserved
by the owner of the property or one is deterred by the presence of a
security guard. The public space of the verandas are taken over by the
restaurants and shops, the parking lot is leased out to private
contractors and all other spaces are meant to be used, to quote Richard
Sennet as `  areas to move through and not be in. So, one  will use the
pavement, sidewalk, veranda, square to move  from the  general store to
the  chemist to pizza hut to the cinema hall to the parking lot and vise-
versa.

The idea of sitting in front of Ego Thai [an upmarket restaurant] makes a
particular kind of individual, a nuisance, a vagabond, a potential
terrorist or an anti-social being.
To get back to the question of private and public space, I dont know what
to call the space of the fountain in a small open area in the shape of a
square typical to many Community Centres in Delhi. It is owned by DDA. It
is not a private space owned by any of the surrounding shops and
restaurants. It is not a public space because a private security guard
controls movement of people. He will not allow certain kind of individual
to sit around and that includes anyone who is not a patron/potential
patron of the shop/ restaurant.  Public spaces, according to my
understanding were supposed to be spaces, that were open to all across
class, caste, race, religion and gender, hence the use of the term non-
formal space.

I agree that a public space such as a restaurant, cinema hall, etc needs
economic transaction to survive. But, are spaces where one need not have
coffee and sit or watch a film for free, totally out of `public
imagination?  Im still grappling with this one though. Besides, there is
Manisha.  She is eight years old and lives under the Okhla railway station
flyover. The NFC Community Centre is work and play space for her. She
collects garbage, begs and is a regular sight at CC.

Will Mc Donalds- the family restaurant allow her to enter their
restaurant space if she wants to buy a seven-rupee ice cream cone? Does
the security guard, who I see as a non- State player in this game of `cops
and robbers, not allow her to play in the veranda?

However, this discussion was initiated not because I wanted to solve
Manishas problem but because I was not allowed to sit in certain
`sacrosanct spaces in CC on many occasions.

Coming back to the idea of leisure and control, the popularity of games
like football, rugby etc in Europe after the passing of the Bank Holiday
Act 1871 indicates at the institutionalisation of certain kind of leisure
acts. `Publics would go out in large numbers, congregate at a space full
of `strangers, watch/participate in `fun activities, eat, drink and head
home. But through all of this entry/exit would be restricted/monitored and
so would behaviour and announcements/advertisements would ask people to be
wary of strangers.

Appu Ghar, trade fairs, zoological gardens, resorts, parks, stadiums,
cinema halls etc. become such public spaces and the spaces of the streets,
roads, pavements, subways, and railway stations become carriers of people
though not all publics to these public spaces.

Some ideas that we are thinking about- Do we take leisure and the idea of
leisure as given? What are the normal/ accepted forms of leisure and who
defines them? Is leisure a performance of sorts?

looking forward to more views,

 <closing>          ",2,val
476,2_142,0,0,0,1,0,0,0.0,</BIyaAQdbg8Y7lq2@example.com>,<KpJOhEr3K20Xnd1T@example.com>,"Re: [SLE] OOo Pdf Creator 
  <quotation> I think it is not posible, it is using gs internally, I guess.

    ",2,test
477,2_1420,1,0,1,0,1,0,1.0,<E17ZcXG-0006ez-00@giocoso>,<E17ZcXG-0006ez-00@giocoso>,"XvShmPutImage() memory leak ? 
 <salutation> Thanks to Mr. Wertmann, I found a good sample of xvideo at

  http://www.cs.uni-potsdam.de/~wertmann/xv/testxv.c

I just tried this and found that the process size becomes
bigger and bigger while running. According to my quick study,
it seems memory leak is in XvShmPutImage(). My environment
is PIII dual (440BX) / Linux 2.4.18 / Debian 3.0 / 
XFree86 4.1.0 with GeForce2 MX400 (nvidia driver 1.0-2960).

Does someone know how to stop the memory leak ?

  ",2,train
478,2_1422,0,0,0,1,0,0,0.0,<B1DioDx9QgLyUT/x@example.com>,<bhwNv5RMSjXz5OE4@example.com>,"Re: Can't Cleanup... 
  <quotation> This isn't actually correct.  I interrupted an ""svn switch"" this 
afternoon (because I realized that I needed a ""make clean"" first), and 
it left ""svn status"" listing a number of files labelled with ""L"".  ""svn 
cleanup"" managed to clean things up properly.  (This was with the svn 
1.3.2 client.)

 <closing> <quotation>",2,train
479,2_1423,0,0,0,1,0,0,0.0,<q3bOBX31U2jJYlXK@example.com>,<29jBNL761/cPF+Bk@example.com>,"Re: Build fails for FreeBSD 4.10 
  <quotation> Well, I'm using the FreeBSD binaries on my system. However, I also could
use the Linux binaries on FreeBSD. I don't know if there are many users
out there using FreeBSD and the FreeBSD binaries.


 <quotation> I used -a in rsync which preserves time stamps.
 <quotation> I have:
 <log_data> But even if I 'touch Makefile.in' the error persists. 


  ",2,train
